ad,adx,adxr,apo,aroon,aroonosc,atr,bbands,bop,cci,cdl2crows,cdl3blackcrows,cdl3inside,cmo,dema,donchian,dx,ema,ht_trendline,ichimoku,kama,ma,macd,macdext,macdfix,mama,mavp,mfi,midpoint,midprice,minus_di,minus_dm,mom,obv,plus_di,plus_dm,ppo,psar,roc,rocp,rocr,rocr100,rsi_70_30,rsi_71_31,rsi_72_32,rsi_73_33,rsi_74_34,rsi_75_35,sarext,sma,stoch_10_3_80_20,stoch_10_3_85_15,stoch_14_3_80_20,stoch_14_3_85_15,stoch_21_5_80_20,stoch_21_5_85_15,stochf,stochrsi,t3,tema,trima,trix,ultosc,willr,wma
1,-1,-1,1,-1,1,-1,0,1,0,0,0,0,1,-1,0,-1,1,1,1,1,1,-1,1,-1,1,1,0,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,-1,1,1,1,0,1
-1,-1,-1,1,-1,1,-1,0,-1,0,0,0,0,1,-1,0,-1,1,1,1,1,1,-1,1,-1,1,1,0,1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,1,-1,1,1,-1,0,1
-1,-1,-1,1,-1,1,-1,0,-1,0,0,0,0,1,-1,0,-1,1,1,1,1,-1,-1,1,-1,1,-1,0,-1,1,-1,1,-1,-1,-1,1,1,1,-1,-1,1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,-1,-1,-1,1,1,-1,0,1
1,-1,-1,1,-1,1,-1,0,1,1,0,0,0,1,-1,0,-1,1,1,1,1,1,-1,1,-1,1,1,0,-1,1,-1,1,-1,1,-1,1,1,1,-1,-1,1,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,1,1,-1,0,1
-1,-1,-1,1,-1,1,-1,0,-1,1,0,0,0,-1,-1,0,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,0,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,1,-1,0,-1
1,-1,-1,1,-1,1,-1,0,1,0,0,0,0,1,-1,0,-1,1,1,1,1,1,-1,1,-1,1,1,0,1,1,-1,1,-1,1,-1,1,1,1,-1,-1,1,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,-1,-1,1,1,1,0,1
-1,-1,-1,1,-1,1,-1,0,-1,0,0,0,0,1,-1,0,-1,1,-1,1,1,-1,-1,1,-1,1,-1,0,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,-1,-1,-1,1,1,1,0,-1
-1,-1,-1,1,-1,1,-1,1,-1,1,0,0,0,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,1,-1,1,-1
-1,-1,-1,1,1,-1,1,1,-1,1,0,0,0,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,-1,-1,-1,1,-1,0,-1
1,-1,-1,1,1,-1,1,0,1,1,0,0,0,-1,-1,0,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,1,-1,-1,-1,1,1,0,-1
1,-1,-1,1,1,-1,1,0,1,0,0,0,0,1,-1,0,-1,1,1,1,1,1,-1,-1,-1,-1,1,0,1,1,-1,1,-1,1,-1,1,1,-1,-1,-1,1,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,-1,1,1,1,1,0,1
1,-1,-1,1,1,-1,-1,0,1,0,0,0,0,1,1,0,-1,1,1,1,1,1,-1,-1,-1,1,1,0,1,1,-1,1,1,1,-1,1,1,-1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,-1,1,1,1,1,-1,1
-1,-1,-1,-1,-1,1,1,0,-1,0,0,0,0,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,1,-1,0,-1
1,-1,-1,-1,-1,1,-1,0,1,0,0,0,0,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,1,1,0,-1
1,-1,-1,-1,-1,1,1,0,-1,1,0,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,1,-1,-1,-1,1,1,0,-1
1,-1,-1,-1,-1,1,-1,0,1,0,0,0,0,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,1,-1,1,-1,1,1,0,-1
1,-1,-1,-1,-1,1,-1,0,1,0,0,0,0,1,-1,0,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,1,-1,1,-1,1,1,0,-1
-1,-1,-1,-1,-1,1,1,0,-1,0,0,0,0,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,1,-1,1,1,1,1,1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,-1,-1,1,-1,1,1,0,-1
1,-1,-1,-1,-1,1,1,0,1,0,0,0,0,1,1,0,-1,1,1,1,1,1,1,-1,1,1,1,0,1,1,-1,1,1,1,-1,1,-1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,-1,1,1,1,1,0,1
1,-1,-1,-1,-1,1,-1,0,1,-1,0,0,0,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,1,1,-1,1,-1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
-1,-1,-1,-1,-1,1,-1,0,-1,-1,0,0,0,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,1,-1,-1,1,-1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,1,1,1,1,0,1
-1,-1,-1,-1,-1,1,-1,0,-1,0,0,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,1,1,0,-1
-1,-1,-1,-1,-1,1,-1,0,1,0,0,0,0,-1,-1,0,-1,1,1,-1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,1,1,-1,1,-1,1,1,1,1,1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,1,1,0,-1
-1,-1,-1,-1,-1,1,-1,0,1,0,0,0,0,1,-1,0,-1,1,1,1,1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,1,1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,1,-1,1,1,1,-1,0,-1
-1,-1,-1,1,1,-1,1,0,1,0,0,0,0,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,-1,1,1,1,-1,0,1
1,-1,-1,1,-1,1,1,-1,1,-1,0,0,0,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,-1,-1,1
1,-1,-1,1,-1,1,1,-1,1,-1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,0,0,0,0,1,1,-1,0,-1,0,-1,0,1,1,1,1,1,1,1,-1,1
-1,-1,-1,1,-1,1,-1,-1,1,-1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1
-1,-1,-1,1,-1,1,-1,-1,-1,-1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1
-1,-1,-1,1,-1,1,-1,-1,1,-1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,1
1,-1,-1,1,-1,1,1,-1,1,-1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,1
1,1,-1,1,-1,1,1,0,-1,-1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1
-1,1,-1,1,-1,1,-1,0,1,-1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1
1,1,-1,1,-1,1,1,-1,1,-1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,1
1,1,-1,1,-1,1,1,0,1,-1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,1
1,1,-1,1,-1,1,1,-1,1,-1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,1,-1,1
-1,1,1,1,-1,1,1,0,-1,-1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1
-1,1,1,1,-1,1,1,0,1,-1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1
-1,1,1,1,-1,1,1,0,-1,-1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,0,0,-1,0,-1,-1,-1,-1,1,1,1,1,1,0,1
1,1,1,1,-1,1,-1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,0,0,-1,0,-1,0,-1,-1,1,1,1,1,1,-1,1
-1,1,1,1,-1,1,-1,0,-1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,-1,0,-1,-1,1,-1,1,1,1,0,1
1,1,1,1,-1,1,-1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,-1,0,-1,-1,1,-1,1,1,1,0,1
1,1,1,1,-1,1,-1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,-1,0,1,-1,1,-1,1,1,1,0,1
1,1,1,1,-1,1,-1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,-1,0,1,-1,1,-1,1,1,1,-1,1
-1,1,1,1,-1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,0,0,-1,0,-1,-1,1,1,1,-1,1,1,1,-1,1
1,1,1,1,-1,1,1,0,1,-1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,0,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,1
-1,1,1,1,-1,1,-1,0,-1,-1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,1
1,1,1,1,-1,1,-1,0,1,-1,0,0,0,1,1,0,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,1,-1,1
-1,1,1,1,-1,1,-1,0,-1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,0,0,0,1,1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,1
1,1,1,1,-1,1,-1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,-1,-1,-1,1,1,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,0,1,1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,1
1,1,1,1,-1,1,-1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,-1,-1,-1,1,1,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,0,1,1,-1,0,-1,0,-1,-1,1,1,1,-1,1,1,1,-1,1
-1,1,1,1,-1,1,1,0,-1,0,0,0,0,1,-1,0,1,1,1,1,1,1,-1,-1,-1,1,1,0,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,-1,0,0,0,0,0,1,1,0,0,0,0,-1,-1,-1,-1,1,-1,1,1,1,0,1
1,1,1,1,-1,1,1,0,1,0,0,0,0,1,-1,0,1,1,1,1,1,1,-1,-1,-1,1,1,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,0,0,0,0,1,1,0,0,0,0,-1,-1,-1,1,1,-1,1,1,1,0,1
-1,1,1,1,-1,1,1,0,-1,0,0,0,0,1,-1,0,1,1,1,1,-1,1,-1,-1,-1,1,1,0,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,1,-1,1,1,1,0,1
1,1,1,1,-1,1,1,-1,1,-1,0,0,0,1,1,0,1,1,1,1,1,1,-1,-1,-1,1,1,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,-1,-1,1,1,1,1,1,1,1,-1,1
-1,1,1,1,-1,1,1,-1,-1,-1,0,0,0,1,1,0,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,0,0,0,1,1,0,0,0,0,-1,0,-1,1,1,1,1,1,1,0,1
1,1,1,1,-1,1,1,-1,1,-1,0,0,0,1,1,0,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,1,1,-1,0,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1
-1,1,1,1,-1,1,-1,0,-1,-1,0,0,0,1,1,0,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,0,0,0,1,1,0,0,-1,0,-1,0,-1,-1,1,-1,1,1,1,-1,1
1,1,1,1,-1,1,-1,0,1,-1,0,0,0,1,1,0,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,0,1,1,-1,0,-1,0,-1,-1,1,1,1,-1,1,1,1,-1,1
1,1,1,1,-1,1,-1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,0,1,1,-1,0,-1,0,-1,-1,1,1,1,-1,1,1,1,-1,1
-1,1,1,1,-1,1,1,0,-1,0,0,0,0,1,-1,0,-1,1,1,1,-1,1,-1,-1,-1,1,1,0,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,1,-1,1,1,1,0,1
1,1,1,1,-1,1,1,0,1,0,0,0,0,1,-1,0,-1,1,1,1,-1,1,-1,-1,-1,1,1,0,1,-1,-1,1,1,1,-1,1,1,-1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,1,-1,1,1,-1,0,1
1,1,1,1,-1,1,1,0,1,0,0,0,0,1,-1,0,1,1,1,1,1,1,-1,-1,-1,1,1,0,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,-1,1,1,1,0,1
-1,1,1,1,-1,1,-1,0,-1,0,0,0,0,1,-1,0,1,1,1,1,1,1,-1,-1,-1,1,1,0,1,1,-1,1,1,-1,1,1,1,-1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,-1,1,1,1,0,1
1,1,1,1,-1,1,-1,0,1,0,0,0,0,1,-1,0,1,1,1,1,1,1,-1,1,-1,1,1,0,1,1,-1,1,-1,1,1,1,1,-1,-1,-1,1,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,-1,1,1,1,-1,1
1,1,1,1,-1,1,1,-1,1,-1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,0,1,1,0,0,-1,0,-1,0,1,1,1,1,1,1,1,-1,1
-1,1,1,1,-1,1,-1,-1,1,-1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,1
1,1,1,1,-1,1,-1,0,1,-1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1
1,1,1,1,-1,1,-1,0,1,-1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,1
1,1,1,1,-1,1,1,0,1,-1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,1
-1,1,1,1,-1,1,-1,0,-1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,1
1,1,1,1,-1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,0,0,0,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,1,-1,1
-1,1,1,1,-1,1,1,0,-1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,1
-1,1,1,1,-1,1,-1,0,1,0,0,0,0,1,-1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,1
1,1,1,1,-1,1,-1,0,-1,0,0,0,0,1,-1,0,1,1,1,1,1,1,-1,1,-1,1,1,0,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,-1,0,-1,0,-1,-1,1,-1,1,1,1,0,1
1,1,1,1,-1,1,-1,0,1,0,0,0,0,1,-1,0,1,1,1,1,1,1,-1,1,-1,1,1,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,-1,0,-1,0,1,-1,1,-1,1,1,1,-1,1
-1,1,1,1,-1,1,-1,0,-1,0,0,0,0,1,-1,0,1,1,1,1,1,1,-1,1,-1,1,1,0,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,-1,-1,1,-1,1,1,1,0,1
1,1,1,1,-1,1,1,0,1,0,0,0,0,1,-1,0,1,1,1,1,1,1,-1,1,-1,1,1,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,1,-1,1,-1,1,1,1,-1,1
-1,1,1,1,-1,1,1,0,-1,0,0,0,0,1,-1,0,1,1,1,1,1,1,-1,-1,-1,1,1,0,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,-1,-1,1,-1,1,1,1,0,1
-1,1,1,1,-1,1,-1,0,-1,0,0,0,0,1,-1,0,1,1,1,1,1,1,-1,-1,-1,1,1,0,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,1,-1,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,-1,-1,1,-1,1,1,1,0,1
1,1,1,1,-1,1,-1,0,1,0,0,0,0,1,-1,0,1,1,1,1,1,1,-1,-1,-1,1,1,0,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,1,1,1,-1,1,1,1,0,1
-1,1,1,1,-1,1,-1,0,-1,0,0,0,0,1,-1,0,1,1,1,1,1,1,-1,-1,-1,1,1,0,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,1,-1,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,-1,-1,1,-1,1,1,1,0,1
-1,1,1,1,1,-1,-1,0,-1,0,0,0,0,1,-1,0,1,1,1,1,1,1,-1,-1,-1,1,1,0,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,1,-1,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,-1,-1,1,-1,1,1,-1,0,1
-1,1,1,1,1,-1,-1,0,-1,1,0,0,0,1,-1,0,1,1,-1,1,1,1,-1,-1,-1,1,1,0,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,1,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,1,-1,1,1,-1,0,1
-1,1,1,1,1,-1,1,1,-1,1,0,0,0,-1,-1,0,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,1,-1,1,-1
1,1,1,1,1,-1,1,0,1,1,0,0,0,1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,1,1,0,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,1,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,-1,-1,-1,1,1,0,-1
-1,1,1,1,1,-1,1,0,1,0,0,0,0,1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,1,1,0,1,1,-1,1,-1,1,-1,1,1,-1,-1,-1,1,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,-1,1,1,1,0,1
-1,1,1,1,1,-1,-1,0,-1,0,0,0,0,1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,1,1,0,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,-1,-1,-1,-1,1,1,0,-1
1,1,1,1,1,-1,-1,0,1,0,0,0,0,1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,1,1,0,1,1,-1,1,-1,1,-1,1,1,-1,-1,-1,1,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,-1,-1,-1,1,1,0,-1
-1,1,1,-1,1,-1,-1,0,1,0,0,0,0,1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,1,1,0,1,1,-1,1,1,1,-1,1,-1,-1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,-1,-1,1,1,1,0,1
1,1,1,-1,1,-1,-1,0,-1,0,0,0,0,1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,1,1,0,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,-1,-1,-1,1,1,0,1
